"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"45599","isoComp_00002691","geneComp_00000428","ENST00000681351.1","ALG8","control","knockdown","ALG8","protein_coding","nonsense_mediated_decay",250.030649373434,215.134904948858,284.926393798011,5.7078044170367,7.07612247196758,0.405331228302032,NA,5.38385029922211,0.772060650355804,9.99563994808841,0.772057738022002,2.66559233442113,3.67738913718584,NA,0.0192,0.0035,0.0349,0.0314,0.0550189527882359,2.58380147670808e-06,TRUE
"8187","isoComp_00003906","geneComp_00000639","ENST00000533616.5","APLP2","control","knockdown","APLP2","protein_coding","nonsense_mediated_decay",273.943873920719,207.782868192873,340.104879648565,2.78808724902679,32.2369819260109,0.710875984406433,NA,9.8902339369761,5.77825496481091,14.0022129091413,2.10977142052695,0.678720466875633,1.27548443735856,NA,0.03485,0.02795,0.04175,0.0138,0.742860366928512,0.023971597943318,TRUE
"66293","isoComp_00004005","geneComp_00000660","ENST00000567391.5","APRT","control","knockdown","APRT","protein_coding","nonsense_mediated_decay",316.726842766222,392.858812579728,240.594872952716,28.2115482779021,0.133702204260729,-0.707381784117821,NA,38.5313752558295,22.2155494718413,54.8472010398177,1.41545653978982,3.09861045991145,1.30346192735984,NA,0.14225,0.05655,0.22795,0.1714,9.74259406012095e-12,9.74259406012095e-12,TRUE
"12590","isoComp_00004190","geneComp_00000687","ENST00000618568.4","ARFRP1","control","knockdown","ARFRP1","protein_coding","nonsense_mediated_decay",54.0856416579292,19.5107762880822,88.6605070277763,0.434661857805565,11.4555826403123,2.18344389895017,NA,9.64955597071765,3.93478212282791e-11,19.299111941396,3.93477802210853e-11,2.82852282158519,10.9150660928231,NA,0.108575,0,0.21715,0.21715,0.00340165632967657,0.00340165632967657,TRUE
"5599","isoComp_00005183","geneComp_00000873","ENST00000454046.5","ASNS","control","knockdown","ASNS","protein_coding","nonsense_mediated_decay",59.0868679642859,61.6618421274507,56.5118938011211,1.49871200119374,1.39179948947688,-0.125802135141248,NA,6.28430057623623,3.09081300654511e-06,12.5685980616595,3.0837446660823e-06,3.31636662674383,10.2963095801682,NA,0.112,0,0.224,0.224,0.000215904566240276,0.000215904566240276,TRUE
"52841","isoComp_00005555","geneComp_00000929","ENST00000344376.9","ATG4B","control","knockdown","ATG4B","protein_coding","nonsense_mediated_decay",79.3112527089958,47.8485175835715,110.77398783442,1.30916190983352,5.03339874677595,1.21090176126539,NA,11.3728117184749,4.05746208748002,18.6881613494698,1.66767694032719,2.48960302099451,2.20069560841266,NA,0.126925,0.0858,0.16805,0.08225,0.452632820025942,0.0113542469672174,TRUE
"21431","isoComp_00006273","geneComp_00001063","ENST00000425118.5","AUP1","control","knockdown","AUP1","protein_coding","nonsense_mediated_decay",292.641379996493,227.240900644995,358.04185934799,17.8138001131738,7.0730955677243,0.655882546867412,NA,45.2812354554847,11.041959658443,79.5205112525265,2.66090155573441,5.73394374912466,2.84720624396415,NA,0.1349,0.04795,0.22185,0.1739,1.21608662400518e-09,5.56126190529388e-11,TRUE
"16767","isoComp_00006520","geneComp_00001117","ENST00000379707.7","BAG1","control","knockdown","BAG1","protein_coding","nonsense_mediated_decay",1032.50246724815,270.155802528054,1794.84913196824,8.64894683752655,15.1147812447277,2.73195364415595,NA,316.579985066989,27.8344968749846,605.325473258994,4.12158707931806,0.146681999947987,4.44227076710413,NA,0.219975,0.10265,0.3373,0.23465,1.41516769311786e-22,1.41516769311786e-22,TRUE
"54885","isoComp_00006919","geneComp_00001174","ENST00000678671.1","BCL2L1","control","knockdown","BCL2L1","protein_coding","nonsense_mediated_decay",103.771936252578,101.918387525009,105.625484980147,13.2719957655077,3.48980375923072,0.0515386403011619,NA,13.3368493477244,3.89835901585616,22.7753396795927,0.53204034144473,1.26203567504354,2.54347097589339,NA,0.12685,0.03825,0.21545,0.1772,3.51149757947194e-05,3.51149757947194e-05,TRUE
"2443","isoComp_00006980","geneComp_00001187","ENST00000527613.5","BCLAF1","control","knockdown","BCLAF1","protein_coding","nonsense_mediated_decay",117.872244278638,96.0337441867372,139.710744370538,11.8196720152112,0.223158765561095,0.540782681846815,NA,48.7945593782787,12.9401984675261,84.6489202890313,2.14320718446907,4.0853316206715,2.70868788111201,NA,0.36995,0.13405,0.60585,0.4718,4.31019428261075e-17,4.31019428261075e-17,TRUE
"2448","isoComp_00006985","geneComp_00001187","ENST00000530429.5","BCLAF1","control","knockdown","BCLAF1","protein_coding","nonsense_mediated_decay",117.872244278638,96.0337441867372,139.710744370538,11.8196720152112,0.223158765561095,0.540782681846815,NA,5.72267280351327,3.83138347023961,7.61396213678693,0.876503744922911,0.82278699254637,0.988914964703665,NA,0.04695,0.0394,0.0545,0.0151,0.874132969031987,4.31019428261075e-17,TRUE
"2450","isoComp_00006987","geneComp_00001187","ENST00000532384.5","BCLAF1","control","knockdown","BCLAF1","protein_coding","nonsense_mediated_decay",117.872244278638,96.0337441867372,139.710744370538,11.8196720152112,0.223158765561095,0.540782681846815,NA,5.72267280351327,3.83138347023961,7.61396213678693,0.876503744922911,0.82278699254637,0.988914964703665,NA,0.04695,0.0394,0.0545,0.0151,0.874132969031987,4.31019428261075e-17,TRUE
"74612","isoComp_00007432","geneComp_00001291","ENST00000568556.2","BOLA2-SMG1P6","control","knockdown","BOLA2-SMG1P6","protein_coding","nonsense_mediated_decay",83.3209849472057,67.1763786613469,99.4655912330646,2.52480868004834,4.27852591259009,0.566173797347596,NA,65.2006552059777,44.6582276556895,85.7430827562659,0.636449827716124,2.11709828621449,0.940939523400748,NA,0.764025,0.66535,0.8627,0.19735,0.00634016574040468,0.00634016574040468,TRUE
"2419","isoComp_00007633","geneComp_00001323","ENST00000489816.5","BRD9","control","knockdown","BRD9","protein_coding","nonsense_mediated_decay",61.2806846359661,32.208486101259,90.3528831706733,0.0741690884398665,1.8889073100375,1.48784159738894,NA,23.6118946342487,0.596658487327752,46.6271307811697,0.596658324819377,1.69529684191213,6.26445062984343,NA,0.2676,0.01855,0.51665,0.4981,8.76549607520012e-11,4.28211564999487e-18,TRUE
"2421","isoComp_00007635","geneComp_00001323","ENST00000495265.5","BRD9","control","knockdown","BRD9","protein_coding","nonsense_mediated_decay",61.2806846359661,32.208486101259,90.3528831706733,0.0741690884398665,1.8889073100375,1.48784159738894,NA,10.7956705678479,0.841715781956945,20.7496253537388,0.841715705269557,3.99203641684146,4.60726451497525,NA,0.127425,0.02605,0.2288,0.20275,0.0107341195106056,4.28211564999487e-18,TRUE
"16203","isoComp_00007922","geneComp_00001383","ENST00000427499.5","BUD31","control","knockdown","BUD31","protein_coding","nonsense_mediated_decay",307.163009323258,278.061879232537,336.264139413979,11.0146240570398,22.4170718027802,0.274179979501453,NA,5.97251260608051,0,11.945025212161,0,0.304431685708179,10.2234014572396,NA,0.017825,0,0.03565,0.03565,0.000116952291326899,1.14494545278086e-05,TRUE
"55022","isoComp_00008934","geneComp_00001620","ENST00000482934.1","CAMTA1","control","knockdown","CAMTA1","protein_coding","nonsense_mediated_decay",129.541209694435,107.870844366657,151.211575022214,5.15330512670644,12.8488893011474,0.48722526735475,NA,7.34895433137259,0.183424177214198,14.514484485531,0.183424177214198,6.33495316041016,6.23057501210215,NA,0.04745,0.0018,0.0931,0.0913,0.00103807512782082,3.61800103495966e-08,TRUE
"33042","isoComp_00009650","geneComp_00001745","ENST00000454193.5","CCDC142","control","knockdown","CCDC142","protein_coding","nonsense_mediated_decay",65.2423509711164,45.4808098218835,85.0038921203493,9.90560417423931,1.41250456989692,0.902123493774676,NA,53.655490180967,42.7256797468163,64.5853006151178,8.25855399616582,0.117211091154211,0.59598814111864,NA,0.852325,0.9447,0.75995,-0.18475,0.00508131216799195,0.00508131216799195,TRUE
"51335","isoComp_00010078","geneComp_00001838","ENST00000563065.5","CCNDBP1","control","knockdown","CCNDBP1","protein_coding","nonsense_mediated_decay",50.8350911118452,30.3667094954084,71.3034727282819,0.448552276576839,2.68457980970438,1.231209059294,NA,16.166416289535,10.1791489433741,22.1536836356958,0.735313086086824,3.35493624886164,1.1211641249741,NA,0.322175,0.33495,0.3094,-0.02555,1,1.23679009158631e-05,TRUE
"51338","isoComp_00010081","geneComp_00001838","ENST00000566515.5","CCNDBP1","control","knockdown","CCNDBP1","protein_coding","nonsense_mediated_decay",50.8350911118452,30.3667094954084,71.3034727282819,0.448552276576839,2.68457980970438,1.231209059294,NA,19.5733131969314,18.3215477382997,20.8250786555631,2.1500191833269,1.87715122031738,0.184685948229038,NA,0.448,0.60455,0.29145,-0.3131,0.0112768330122891,1.23679009158631e-05,TRUE
"51341","isoComp_00010084","geneComp_00001838","ENST00000568507.5","CCNDBP1","control","knockdown","CCNDBP1","protein_coding","nonsense_mediated_decay",50.8350911118452,30.3667094954084,71.3034727282819,0.448552276576839,2.68457980970438,1.231209059294,NA,10.0931263516811,0.171621640850228,20.0146310625119,0.171619825814221,2.83427725717807,6.78469573717147,NA,0.142575,0.00555,0.2796,0.27405,1.23679009158631e-05,1.23679009158631e-05,TRUE
"69321","isoComp_00010144","geneComp_00001850","ENST00000481223.6","CCNL2","control","knockdown","CCNL2","protein_coding","nonsense_mediated_decay",42.7807924673717,22.4606327909265,63.1009521438169,1.9171249429363,4.39304089084951,1.48984963670902,NA,11.6189826160184,0.0857853073420041,23.1521799246949,0.0856500436827031,6.33717420661467,7.91775094894252,NA,0.1829,0.00415,0.36165,0.3575,0.00031964215490345,0.00031964215490345,TRUE
"69323","isoComp_00010146","geneComp_00001850","ENST00000482621.5","CCNL2","control","knockdown","CCNL2","protein_coding","nonsense_mediated_decay",42.7807924673717,22.4606327909265,63.1009521438169,1.9171249429363,4.39304089084951,1.48984963670902,NA,5.41603451948962,3.50138483726936,7.33068420170989,1.30029471069898,1.02024862488265,1.06387441838618,NA,0.13495,0.15205,0.11785,-0.0342,0.945995143157047,0.00031964215490345,TRUE
"69324","isoComp_00010147","geneComp_00001850","ENST00000488340.5","CCNL2","control","knockdown","CCNL2","protein_coding","nonsense_mediated_decay",42.7807924673717,22.4606327909265,63.1009521438169,1.9171249429363,4.39304089084951,1.48984963670902,NA,10.0984092447356,7.73646638977572,12.4603520996956,1.86689271892138,1.2113532605845,0.686891931044003,NA,0.2698,0.3398,0.1998,-0.14,0.539237986822171,0.00031964215490345,TRUE
"32777","isoComp_00010448","geneComp_00001903","ENST00000550050.5","CD63","control","knockdown","CD63","protein_coding","nonsense_mediated_decay",1076.30154520727,778.062093661536,1374.540996753,31.9443110408968,20.1615365240414,0.820984690779054,NA,437.303076934596,384.687330211501,489.91882365769,44.457712460213,40.0808007411761,0.348848353831712,NA,0.4249,0.4929,0.3569,-0.136,0.0523164492084084,0.0431828296540511,TRUE
"52133","isoComp_00010887","geneComp_00001993","ENST00000531178.1","CDK2AP2","control","knockdown","CDK2AP2","protein_coding","nonsense_mediated_decay",107.355794520727,73.4763378062451,141.235251235208,11.8458142622746,6.12663355714653,0.942654402209403,NA,13.2387356165825,7.10769087499057,19.3697803581745,1.75694830095952,0.670448424091278,1.44507103765425,NA,0.116275,0.09535,0.1372,0.04185,0.661018584641093,0.000862975810457145,TRUE
"17443","isoComp_00010954","geneComp_00002002","ENST00000580391.5","CDK5RAP3","control","knockdown","CDK5RAP3","protein_coding","nonsense_mediated_decay",34.014602374299,17.3021513278032,50.7270534207948,0.427127024096988,7.98085783217267,1.55125472149368,NA,6.93512690459476,0.295758029619668,13.5744957795698,0.129018765922166,2.9909165108876,5.47342682094292,NA,0.1506,0.0173,0.2839,0.2666,0.0550685666119513,0.0037536380705124,TRUE
"51099","isoComp_00011256","geneComp_00002080","ENST00000476243.5","CENPV","control","knockdown","CENPV","protein_coding","nonsense_mediated_decay",80.2993679690923,88.1728764845067,72.4258594536778,3.79775496597559,4.06733265227746,-0.283794455810057,NA,22.1093475449687,15.7208766646782,28.4978184252591,2.43458626298887,2.99937832425187,0.857758567734377,NA,0.284925,0.17745,0.3924,0.21495,0.00607674796991663,0.00607674796991663,TRUE
"30340","isoComp_00011964","geneComp_00002196","ENST00000467213.5","CHD1L","control","knockdown","CHD1L","protein_coding","nonsense_mediated_decay",104.127734970587,62.7623871907359,145.493082750439,0.39816693790856,11.9929009971159,1.21284773982782,NA,12.739796904681,0.811984381539382,24.6676094278227,0.809010191133232,2.30076571799897,4.90794785248106,NA,0.0925,0.013,0.172,0.159,0.000668011426647589,1.72899835517617e-07,TRUE
"30342","isoComp_00011966","geneComp_00002196","ENST00000622533.4","CHD1L","control","knockdown","CHD1L","protein_coding","nonsense_mediated_decay",104.127734970587,62.7623871907359,145.493082750439,0.39816693790856,11.9929009971159,1.21284773982782,NA,19.7797515734992,25.6070388653933,13.952464281605,5.62949972177867,0.0293588148977486,-0.87555013070703,NA,0.252,0.40745,0.09655,-0.3109,0.00288710750873528,1.72899835517617e-07,TRUE
"30344","isoComp_00011968","geneComp_00002196","ENST00000650721.1","CHD1L","control","knockdown","CHD1L","protein_coding","nonsense_mediated_decay",104.127734970587,62.7623871907359,145.493082750439,0.39816693790856,11.9929009971159,1.21284773982782,NA,14.081568689287,0.0129579240143154,28.1501794545598,0.0129321289162733,0.129751143536822,10.2604486211919,NA,0.097525,2e-04,0.19485,0.19465,1.72899835517617e-07,1.72899835517617e-07,TRUE
"30358","isoComp_00011982","geneComp_00002196","ENST00000652188.1","CHD1L","control","knockdown","CHD1L","protein_coding","nonsense_mediated_decay",104.127734970587,62.7623871907359,145.493082750439,0.39816693790856,11.9929009971159,1.21284773982782,NA,11.3293974456359,12.0261215231738,10.632673368098,2.17789593181698,5.623546436748,-0.177509986413814,NA,0.1341,0.1914,0.0768,-0.1146,0.380927438735332,1.72899835517617e-07,TRUE
"56227","isoComp_00011992","geneComp_00002197","ENST00000625662.3","CHD2","control","knockdown","CHD2","protein_coding","nonsense_mediated_decay",38.159481249216,23.1867946660747,53.1321678323574,1.02519672619944,6.48752601493127,1.19593161352175,NA,27.4462106700378,11.4124841821859,43.4799371578896,0.40703469981723,7.0316848512778,1.92880517942835,NA,0.6541,0.4939,0.8143,0.3204,0.00194079997079129,0.00194079997079129,TRUE
"19275","isoComp_00012018","geneComp_00002199","ENST00000642810.1","CHD4","control","knockdown","CHD4","protein_coding","nonsense_mediated_decay",89.7596594809575,102.031410030637,77.4879089312778,19.8573786386766,9.12938212987743,-0.396925450815913,NA,12.8837340233466,15.1727205244448,10.5947475222484,7.06063400426217,1.79871056893753,-0.517720050446974,NA,0.138225,0.14055,0.1359,-0.00464999999999999,1,0.019434609344873,TRUE
"60847","isoComp_00012084","geneComp_00002207","ENST00000416671.5","CHEK2","control","knockdown","CHEK2","protein_coding","nonsense_mediated_decay",52.1076499038837,42.3231877660199,61.8921120417476,2.43231147424443,11.2263804124744,0.548199503368083,NA,5.77887372357852,1.19794814398724,10.3597993031698,0.275432829146529,4.73077333426557,3.10175754489712,NA,0.09375,0.02875,0.15875,0.13,0.0490288848055912,0.0471591109119935,TRUE
"10774","isoComp_00012458","geneComp_00002291","ENST00000585913.5","CIRBP","control","knockdown","CIRBP","protein_coding","nonsense_mediated_decay",176.007978724689,112.227815617547,239.788141831832,12.500624888108,6.56493274470084,1.09526164303468,NA,52.26085843613,1.84177660585055,102.67994026641,0.37438318813697,13.812849437432,5.79324098313445,NA,0.22355,0.017,0.4301,0.4131,9.05502536450801e-11,2.00128128372441e-26,TRUE
"63233","isoComp_00012937","geneComp_00002364","ENST00000637184.1","CLN3","control","knockdown","CLN3","protein_coding","nonsense_mediated_decay",61.6099937957133,57.9481495809153,65.2718380105113,8.08455421619599,3.34705490806623,0.17167014199481,NA,10.5187703255417,1.92220668476495,19.1153339663184,0.58908874768695,4.39343888054223,3.30716361024371,NA,0.16125,0.03235,0.29015,0.2578,0.000171790525968445,6.01123337491031e-05,TRUE
"28644","isoComp_00012957","geneComp_00002366","ENST00000638076.1","CLN6","control","knockdown","CLN6","protein_coding","nonsense_mediated_decay",66.9341956164616,73.2590068773423,60.6093843555808,2.09042611823351,3.50990902735226,-0.273423860511464,NA,18.0924224453462,7.92495010908545,28.2598947816069,1.49412927828992,0.631256167419286,1.83297345630627,NA,0.288625,0.1088,0.46845,0.35965,9.95715927590015e-07,1.65592592931592e-07,TRUE
"19404","isoComp_00013110","geneComp_00002392","ENST00000534981.5","CMAS","control","knockdown","CMAS","protein_coding","nonsense_mediated_decay",41.9336407967895,37.7262810851021,46.1410005084769,1.1596444843079,1.10479461578959,0.290409672245818,NA,8.7465425267368,1.3050504057442,16.1880346477294,0.162343011969383,0.0249994736381982,3.62262877351579,NA,0.19275,0.03445,0.35105,0.3166,6.11153041240567e-05,1.45124706310704e-05,TRUE
"16444","isoComp_00013458","geneComp_00002455","ENST00000438444.5","COA1","control","knockdown","COA1","protein_coding","nonsense_mediated_decay",73.7863312704201,87.0421920863872,60.530470454453,3.93619981185504,0.214123276746783,-0.523980740994163,NA,8.30701119378941,2.94985650284432,13.6641658847345,1.48246308513073,3.2093323739321,2.20785369304624,NA,0.130125,0.0347,0.22555,0.19085,0.0107650374339154,0.00464963408454523,TRUE
"13664","isoComp_00013521","geneComp_00002469","ENST00000564415.6","COG4","control","knockdown","COG4","protein_coding","nonsense_mediated_decay",84.3068887257547,56.8777438524644,111.736033599045,1.850490688205,0.753954792065613,0.974033853661768,NA,12.1965420582681,0.476425653425351,23.9166584631108,0.476425619127143,5.02599749632385,5.62025580100535,NA,0.1112,0.00865,0.21375,0.2051,1.12657793673871e-05,9.70131466412334e-07,TRUE
"29191","isoComp_00013645","geneComp_00002503","ENST00000690106.1","COLGALT1","control","knockdown","COLGALT1","protein_coding","nonsense_mediated_decay",193.284891307442,144.129732034046,242.440050580839,5.46105406011212,8.41262353133845,0.750219486325745,NA,22.9520879621967,0.473048829906265,45.4311270944871,0.142588468225746,5.8762160629039,6.55568577480986,NA,0.095025,0.0033,0.18675,0.18345,4.03391845715694e-12,4.03391845715694e-12,TRUE
"29192","isoComp_00013646","geneComp_00002503","ENST00000690841.1","COLGALT1","control","knockdown","COLGALT1","protein_coding","nonsense_mediated_decay",193.284891307442,144.129732034046,242.440050580839,5.46105406011212,8.41262353133845,0.750219486325745,NA,16.0573528999277,0.348328793355003,31.7663770065003,0.0660531699199987,5.3535630724951,6.47052685917242,NA,0.06645,0.00245,0.13045,0.128,1.04522729230724e-08,4.03391845715694e-12,TRUE
"29193","isoComp_00013647","geneComp_00002503","ENST00000690947.1","COLGALT1","control","knockdown","COLGALT1","protein_coding","nonsense_mediated_decay",193.284891307442,144.129732034046,242.440050580839,5.46105406011212,8.41262353133845,0.750219486325745,NA,132.53240517167,130.333591574743,134.731218768596,8.86373247098788,9.89505931858015,0.0478716004390363,NA,0.730525,0.90325,0.5578,-0.34545,9.99819495696455e-06,4.03391845715694e-12,TRUE
